"Campagna","Codice stazione","Codice aziendale","Reg","Prov","Stazione","Cod Istat","Comune","Linea fisica","Saliti24H","Saliti7-9","Discesi7-9","Corse24H","Corse7-9","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Tipo giorno","Anno","Calendario","Location","POINT_X","POINT_Y"
"c2024Novembre","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","50","10","10","20","3","0","50","0","0","20","0","Festivo","2024","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2024Novembre","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","70","30","10","26","5","0","70","0","0","26","0","Sabato","2024","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Luglio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","100","30","20","28","5","0","100","0","0","28","0","Feriale","2025","Estivo","POINT (9.449985524 45.162088065)","9.449985524","45.16208806"
"c2025Luglio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","50","10","10","16","2","0","50","0","0","16","0","Festivo","2025","Estivo","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Luglio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","70","10","20","26","5","0","70","0","0","26","0","Sabato","2025","Estivo","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Maggio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","200","90","40","28","5","0","200","0","0","28","0","Feriale","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Maggio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","70","10","10","20","3","0","70","0","0","20","0","Festivo","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Maggio","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","110","50","20","28","5","0","110","0","0","28","0","Sabato","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.16208806"
"c2025Novembre","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","240","150","30","28","6","0","240","0","0","28","0","Feriale","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Novembre","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","60","10","10","18","2","0","60","0","0","18","0","Festivo","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2025Novembre","289","S01867","LO","PV","MIRADOLO TERME","18093","Miradolo Terme","PAVIA-CASALPUST.","110","20","10","28","5","0","110","0","0","28","0","Sabato","2025","Invernale","POINT (9.449985524 45.162088065)","9.449985524","45.162088065"
"c2024Maggio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","50","30","10","22","4","0","50","0","0","22","0","Feriale","2024","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2024Maggio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","40","30","10","22","4","0","40","0","0","22","0","Sabato","2024","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.78715822"
"c2024Novembre","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","50","30","10","22","4","0","50","0","0","22","0","Feriale","2024","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2024Novembre","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","40","20","10","22","4","0","40","0","0","22","0","Sabato","2024","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2025Luglio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","30","10","10","22","4","0","30","0","0","22","0","Feriale","2025","Estivo","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2025Luglio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","20","10","0","22","4","0","20","0","0","22","0","Sabato","2025","Estivo","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2025Maggio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","40","20","10","22","4","0","40","0","0","22","0","Feriale","2025","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.78715822"
"c2025Maggio","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","30","10","10","22","4","0","30","0","0","22","0","Sabato","2025","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2025Novembre","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","40","20","10","22","4","0","40","0","0","22","0","Feriale","2025","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2025Novembre","170","S01456","LO","CO","MOIANA","13147","Merone","ALBATE-MOLTENO","40","20","10","22","4","0","40","0","0","22","0","Sabato","2025","Invernale","POINT (9.255642213 45.787158223)","9.255642213","45.787158223"
"c2024Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","660","300","90","61","12","370","300","0","38","23","0","Feriale","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2024Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","160","0","0","22","0","160","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.78101544"
"c2024Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","530","170","50","59","11","300","240","0","36","23","0","Sabato","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2024Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","740","360","100","61","12","390","350","0","38","23","0","Feriale","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2024Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","140","0","0","22","0","140","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2024Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","550","190","40","59","11","310","250","0","36","23","0","Sabato","2024","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Luglio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","340","70","60","61","12","240","110","0","38","23","0","Feriale","2025","Estivo","POINT (9.301712216 45.781015442)","9.301712216","45.78101544"
"c2025Luglio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","110","0","0","22","0","110","0","0","22","0","0","Festivo","2025","Estivo","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Luglio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","320","40","30","58","10","210","110","0","35","23","0","Sabato","2025","Estivo","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","680","290","90","61","12","390","300","0","38","23","0","Feriale","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","130","0","0","22","0","130","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Maggio","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","490","130","40","59","11","300","190","0","36","23","0","Sabato","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.78101544"
"c2025Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","710","320","90","61","12","350","370","0","38","23","0","Feriale","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","120","0","0","22","0","120","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2025Novembre","172","S01458","LO","LC","MOLTENO","97051","Molteno","MONZA-LECCO","510","180","30","59","11","270","240","0","36","23","0","Sabato","2025","Invernale","POINT (9.301712216 45.781015442)","9.301712216","45.781015442"
"c2024Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","610","120","50","38","5","0","610","0","0","38","0","Feriale","2024","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","440","40","20","34","4","0","440","0","0","34","0","Festivo","2024","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.67024726"
"c2024Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","520","60","40","38","5","0","520","0","0","38","0","Sabato","2024","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","770","170","50","38","5","0","770","0","0","38","0","Feriale","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","450","40","20","34","4","0","450","0","0","34","0","Festivo","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","610","80","40","39","5","0","610","0","0","39","0","Sabato","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","820","200","50","38","5","0","820","0","0","38","0","Feriale","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.67024726"
"c2024Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","440","40","20","34","4","0","440","0","0","34","0","Festivo","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","530","60","30","39","5","0","530","0","0","39","0","Sabato","2024","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","610","80","50","38","5","0","610","0","0","38","0","Feriale","2025","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","360","50","20","34","4","0","360","0","0","34","0","Festivo","2025","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Luglio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","510","50","30","39","6","0","510","0","0","39","0","Sabato","2025","Estivo","POINT (9.80851611 45.670247257)","0.980851611","45.67024726"
"c2025Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","800","240","60","38","6","0","800","0","0","38","0","Feriale","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","440","50","30","34","4","0","440","0","0","34","0","Festivo","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Maggio","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","610","70","30","39","5","0","610","0","0","39","0","Sabato","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","920","230","50","38","5","0","920","0","0","38","0","Feriale","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2025Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","500","50","30","34","4","0","500","0","0","34","0","Festivo","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.67024726"
"c2025Novembre","211","S01535","LO","BG","MONTELLO GORLAGO","16139","Montello","LECCO-BRESCIA","620","110","30","39","6","0","620","0","0","39","0","Sabato","2025","Invernale","POINT (9.80851611 45.670247257)","0.980851611","45.670247257"
"c2024Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","180","40","40","31","4","0","180","0","0","31","0","Feriale","2024","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","110","20","20","20","2","0","110","0","0","20","0","Festivo","2024","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","150","50","40","29","4","0","150","0","0","29","0","Sabato","2024","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","170","40","40","31","4","0","170","0","0","31","0","Feriale","2024","Invernale","POINT (10.239507594 45.451430581)","10.23950759","45.45143058"
"c2024Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","160","30","30","20","2","0","160","0","0","20","0","Festivo","2024","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","160","40","40","30","4","0","160","0","0","30","0","Sabato","2024","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","160","40","40","31","4","0","160","0","0","31","0","Feriale","2024","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","120","10","10","19","1","0","120","0","0","19","0","Festivo","2024","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","180","30","20","31","4","0","180","0","0","31","0","Sabato","2024","Invernale","POINT (10.239507594 45.451430581)","10.23950759","45.45143058"
"c2025Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","240","50","50","31","4","0","240","0","0","31","0","Feriale","2025","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","120","10","0","18","2","0","120","0","0","18","0","Festivo","2025","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Luglio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","190","20","10","29","3","0","190","0","0","29","0","Sabato","2025","Estivo","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","190","40","40","31","3","0","190","0","0","31","0","Feriale","2025","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","130","20","20","21","2","0","130","0","0","21","0","Festivo","2025","Invernale","POINT (10.239507594 45.451430581)","10.23950759","45.45143058"
"c2025Maggio","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","210","50","40","31","4","0","210","0","0","31","0","Sabato","2025","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","150","40","30","31","4","0","150","0","0","31","0","Feriale","2025","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","80","10","10","21","2","0","80","0","0","21","0","Festivo","2025","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2025Novembre","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","120","20","10","30","4","0","120","0","0","30","0","Sabato","2025","Invernale","POINT (10.239507594 45.451430581)","10.239507594","45.451430581"
"c2024Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","18.350","4.600","2.830","308","40","11.130","1.930","5.310","200","42","66","Feriale","2024","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.57786727"
"c2024Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","6.380","690","570","175","25","3.960","1.200","1.230","104","39","32","Festivo","2024","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","10.940","1.150","940","249","30","7.260","1.130","2.550","156","40","53","Sabato","2024","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","22.140","5.060","4.590","360","49","14.850","2.470","4.840","250","43","67","Feriale","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","9.870","880","800","254","33","7.010","1.300","1.560","182","35","37","Festivo","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","13.460","1.780","1.340","300","40","9.330","1.620","2.520","217","41","42","Sabato","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.57786727"
"c2024Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","20.880","5.620","5.100","362","51","14.070","2.510","4.310","250","45","67","Feriale","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","8.220","640","610","248","26","5.350","1.210","1.670","170","37","41","Festivo","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","13.490","1.450","1.530","339","46","10.650","1.320","1.530","259","42","38","Sabato","2024","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","17.800","3.950","2.780","359","46","11.340","2.160","4.310","240","43","76","Feriale","2025","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","7.760","620","610","247","28","4.480","1.220","2.080","150","35","62","Festivo","2025","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.57786727"
"c2025Luglio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","11.490","1.390","940","310","42","6.880","1.290","3.330","198","43","69","Sabato","2025","Estivo","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","20.900","4.410","3.650","369","48","14.390","2.090","4.430","250","43","76","Feriale","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","10.110","1.000","710","284","33","5.770","1.180","3.170","175","38","71","Festivo","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Maggio","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","13.630","1.660","1.270","335","44","8.770","1.170","3.700","225","37","73","Sabato","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","21.610","4.550","4.470","374","47","15.050","2.150","4.420","252","43","79","Feriale","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.57786727"
"c2025Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","11.410","940","830","303","35","6.660","1.540","3.220","191","42","70","Festivo","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2025Novembre","128","S01322","LO","MB","MONZA","108033","Monza","CHIASSO-MILANO","13.690","1.580","1.390","342","45","9.270","1.310","3.120","226","43","73","Sabato","2025","Invernale","POINT (9.273281444 45.577867268)","9.273281444","45.577867268"
"c2024Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","970","440","390","40","6","970","0","0","40","0","0","Feriale","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2024Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","430","0","0","22","0","430","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2024Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","460","70","100","36","5","460","0","0","36","0","0","Sabato","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.58204335"
"c2024Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","1.140","280","220","40","6","1.140","0","0","40","0","0","Feriale","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2024Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","380","0","0","22","0","380","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2024Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","580","40","50","36","5","580","0","0","36","0","0","Sabato","2024","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Luglio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","690","320","170","40","6","690","0","0","40","0","0","Feriale","2025","Estivo","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Luglio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","230","0","0","22","0","230","0","0","22","0","0","Festivo","2025","Estivo","POINT (9.284488422 45.582043348)","9.284488422","45.58204335"
"c2025Luglio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","310","60","60","35","4","310","0","0","35","0","0","Sabato","2025","Estivo","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","810","360","350","40","6","810","0","0","40","0","0","Feriale","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","380","0","0","22","0","380","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Maggio","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","430","70","70","36","5","430","0","0","36","0","0","Sabato","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","850","400","400","40","6","850","0","0","40","0","0","Feriale","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.58204335"
"c2025Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","450","0","0","22","0","450","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2025Novembre","177","S01480","LO","MB","MONZA SOBBORGHI","108033","Monza","MONZA-LECCO","410","80","100","36","6","410","0","0","36","0","0","Sabato","2025","Invernale","POINT (9.284488422 45.582043348)","9.284488422","45.582043348"
"c2024Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.160","450","320","48","7","0","520","650","0","22","26","Feriale","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2024Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","630","80","30","47","7","0","100","530","0","20","27","Festivo","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2024Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","850","250","240","48","7","0","350","500","0","22","26","Sabato","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.1367322"
"c2024Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.190","420","340","53","7","0","470","730","0","22","31","Feriale","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2024Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","550","70","50","44","7","0","80","480","0","16","28","Festivo","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2024Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.040","220","280","51","7","0","340","710","0","22","29","Sabato","2024","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2025Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.350","500","410","64","11","0","530","820","0","27","37","Feriale","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2025Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","760","70","30","54","7","0","90","670","0","19","35","Festivo","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.1367322"
"c2025Maggio","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","950","170","190","56","8","0","280","680","0","25","31","Sabato","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2025Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.200","360","380","69","9","0","620","580","0","40","29","Feriale","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2025Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","790","70","30","68","9","0","210","590","0","38","30","Festivo","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2025Novembre","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","1.350","240","410","71","10","0","550","810","0","41","30","Sabato","2025","Invernale","POINT (9.568674621 46.136732198)","9.568674621","46.136732198"
"c2024Luglio","241","S01710","LO","BG","MORENGO BARIANO","16020","Bariano","MILANO-VENEZIA","260","80","30","32","5","0","260","0","0","32","0","Feriale","2024","Estivo","POINT (9.703143454 45.521713564)","9.703143454","45.52171356"
