"Campagna","Codice stazione","Codice aziendale","Reg","Prov","Stazione","Cod Istat","Comune","Linea fisica","Saliti24H","Saliti7-9","Discesi7-9","Corse24H","Corse7-9","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Tipo giorno","Anno","Calendario","Location","POINT_X","POINT_Y"
"c2024Luglio","-","-","EM","-","-","-","-","-","1.290","250","260","134","16","0","1.290","0","0","134","0","Feriale","2024","Estivo","0","0","0"
"c2024Luglio","-","-","EM","-","-","-","-","-","1.110","160","170","90","12","0","1.110","0","0","90","0","Festivo","2024","Estivo","0","0","0"
"c2024Luglio","-","-","EM","-","-","-","-","-","1.100","160","180","126","12","0","1.100","0","0","126","0","Sabato","2024","Estivo","0","0","0"
"c2024Luglio","-","-","LI","-","-","-","-","-","90","30","20","55","8","0","0","90","0","0","55","Festivo","2024","Estivo","0","0","0"
"c2024Luglio","-","-","LI","-","-","-","-","-","100","20","20","55","8","0","0","100","0","0","55","Sabato","2024","Estivo","0","0","0"
"c2024Luglio","-","-","PI","-","-","-","-","-","1.360","170","80","119","13","0","520","850","0","79","40","Feriale","2024","Estivo","0","0","0"
"c2024Luglio","-","-","PI","-","-","-","-","-","790","70","90","40","8","0","210","580","0","30","10","Festivo","2024","Estivo","0","0","0"
"c2024Luglio","-","-","PI","-","-","-","-","-","1.050","110","50","90","12","0","340","710","0","60","30","Sabato","2024","Estivo","0","0","0"
"c2024Luglio","-","-","VE","-","-","-","-","-","6.870","690","380","34","3","0","0","6.870","0","0","34","Feriale","2024","Estivo","0","0","0"
"c2024Luglio","-","-","VE","-","-","-","-","-","9.100","460","370","44","3","0","110","8.990","0","2","42","Festivo","2024","Estivo","0","0","0"
"c2024Luglio","-","-","VE","-","-","-","-","-","9.340","730","350","41","3","0","100","9.250","0","2","39","Sabato","2024","Estivo","0","0","0"
"c2024Luglio","-","-","Svizzera","-","-","-","-","-","1.180","150","40","46","6","1.180","0","0","46","0","0","Feriale","2024","Estivo","0","0","0"
"c2024Luglio","-","-","Svizzera","-","-","-","-","-","470","60","0","13","1","470","0","0","13","0","0","Festivo","2024","Estivo","0","0","0"
"c2024Luglio","-","-","Svizzera","-","-","-","-","-","240","0","0","19","2","240","0","0","19","0","0","Sabato","2024","Estivo","0","0","0"
"c2024Maggio","-","-","EM","-","-","-","-","-","1.360","230","350","134","16","0","1.360","0","0","134","0","Feriale","2024","Invernale","0","0","0"
"c2024Maggio","-","-","EM","-","-","-","-","-","1.500","150","180","102","12","0","1.500","0","0","102","0","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","EM","-","-","-","-","-","1.160","160","150","138","16","0","1.160","0","0","138","0","Sabato","2024","Invernale","0","0","0"
"c2024Maggio","-","-","LI","-","-","-","-","-","40","10","10","45","8","0","0","40","0","2","43","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","LI","-","-","-","-","-","50","0","0","14","0","0","0","50","0","2","12","Sabato","2024","Invernale","0","0","0"
"c2024Maggio","-","-","PI","-","-","-","-","-","4.330","780","530","301","37","0","1.440","2.900","0","217","84","Feriale","2024","Invernale","0","0","0"
"c2024Maggio","-","-","PI","-","-","-","-","-","3.160","230","150","243","39","0","780","2.380","0","178","65","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","PI","-","-","-","-","-","3.330","420","240","294","36","0","970","2.370","0","215","79","Sabato","2024","Invernale","0","0","0"
"c2024Maggio","-","-","TO","-","-","-","-","-","160","0","0","10","0","0","160","0","0","10","0","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","TO","-","-","-","-","-","70","0","0","10","0","0","70","0","0","10","0","Sabato","2024","Invernale","0","0","0"
"c2024Maggio","-","-","VE","-","-","-","-","-","6.640","660","440","33","3","0","0","6.640","0","0","33","Feriale","2024","Invernale","0","0","0"
"c2024Maggio","-","-","VE","-","-","-","-","-","9.390","530","350","45","3","0","70","9.330","0","2","43","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","VE","-","-","-","-","-","8.350","840","360","39","3","0","90","8.260","0","2","37","Sabato","2024","Invernale","0","0","0"
"c2024Maggio","-","-","Svizzera","-","-","-","-","-","1.320","110","80","44","6","1.320","0","0","44","0","0","Feriale","2024","Invernale","0","0","0"
"c2024Maggio","-","-","Svizzera","-","-","-","-","-","210","0","0","8","0","210","0","0","8","0","0","Festivo","2024","Invernale","0","0","0"
"c2024Maggio","-","-","Svizzera","-","-","-","-","-","200","10","10","16","2","200","0","0","16","0","0","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","EM","-","-","-","-","-","1.410","210","390","134","16","0","1.410","0","0","134","0","Feriale","2024","Invernale","0","0","0"
"c2024Novembre","-","-","EM","-","-","-","-","-","1.250","170","180","101","13","0","1.250","0","0","101","0","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","EM","-","-","-","-","-","1.400","190","180","145","17","0","1.400","0","0","145","0","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","LI","-","-","-","-","-","0","0","0","2","0","0","0","0","0","2","0","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","LI","-","-","-","-","-","0","0","0","2","0","0","0","0","0","2","0","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","PI","-","-","-","-","-","4.450","660","650","346","41","0","1.380","3.080","0","221","125","Feriale","2024","Invernale","0","0","0"
"c2024Novembre","-","-","PI","-","-","-","-","-","3.980","270","170","272","42","0","710","3.280","0","177","95","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","PI","-","-","-","-","-","3.650","360","210","347","40","0","860","2.800","0","217","130","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","TO","-","-","-","-","-","80","0","0","10","0","0","80","0","0","10","0","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","TO","-","-","-","-","-","40","0","0","10","0","0","40","0","0","10","0","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","VE","-","-","-","-","-","6.430","660","510","34","3","0","0","6.430","0","0","34","Feriale","2024","Invernale","0","0","0"
"c2024Novembre","-","-","VE","-","-","-","-","-","9.330","710","370","43","3","0","60","9.270","0","2","41","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","VE","-","-","-","-","-","8.000","820","370","39","3","0","70","7.940","0","2","37","Sabato","2024","Invernale","0","0","0"
"c2024Novembre","-","-","Svizzera","-","-","-","-","-","1.170","220","60","42","6","1.170","0","0","42","0","0","Feriale","2024","Invernale","0","0","0"
"c2024Novembre","-","-","Svizzera","-","-","-","-","-","50","0","0","4","0","50","0","0","4","0","0","Festivo","2024","Invernale","0","0","0"
"c2024Novembre","-","-","Svizzera","-","-","-","-","-","120","20","30","8","2","120","0","0","8","0","0","Sabato","2024","Invernale","0","0","0"
"c2025Luglio","-","-","EM","-","-","-","-","-","960","170","130","103","12","0","960","10","0","100","3","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","EM","-","-","-","-","-","490","120","90","67","9","0","490","0","0","66","1","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","EM","-","-","-","-","-","910","170","180","104","12","0","910","0","0","102","2","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","LI","-","-","-","-","-","100","0","0","26","0","0","0","100","0","2","24","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","LI","-","-","-","-","-","40","0","0","14","0","0","0","40","0","2","12","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","LO","-","-","-","-","-","20","10","0","11","1","20","0","0","11","0","0","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","LO","-","-","-","-","-","0","0","0","1","0","0","0","0","1","0","0","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","LO","-","-","-","-","-","20","0","0","14","1","20","0","0","14","0","0","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","PI","-","-","-","-","-","1.550","190","170","143","16","0","860","690","0","103","40","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","PI","-","-","-","-","-","1.050","40","40","54","10","0","430","620","0","45","9","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","PI","-","-","-","-","-","1.750","120","40","112","12","0","1.000","760","0","82","30","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","TB","-","-","-","-","-","220","0","0","10","0","0","0","220","0","0","10","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","TB","-","-","-","-","-","230","0","0","10","0","0","0","230","0","0","10","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","TB","-","-","-","-","-","140","0","0","10","0","0","0","140","0","0","10","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","TO","-","-","-","-","-","150","0","0","10","0","0","150","0","0","10","0","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","TO","-","-","-","-","-","120","0","0","10","0","0","120","0","0","10","0","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","VE","-","-","-","-","-","7.510","840","410","71","9","0","0","7.510","0","0","71","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","VE","-","-","-","-","-","8.510","50","300","65","6","0","150","8.370","0","2","63","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","VE","-","-","-","-","-","11.710","1.390","290","70","9","0","120","11.600","0","2","68","Sabato","2025","Estivo","0","0","0"
"c2025Luglio","-","-","Svizzera","-","-","-","-","-","7.450","880","1.100","447","46","670","0","6.790","172","0","275","Feriale","2025","Estivo","0","0","0"
"c2025Luglio","-","-","Svizzera","-","-","-","-","-","3.560","340","80","203","17","50","0","3.520","22","0","181","Festivo","2025","Estivo","0","0","0"
"c2025Luglio","-","-","Svizzera","-","-","-","-","-","5.870","510","330","398","40","490","0","5.380","154","0","244","Sabato","2025","Estivo","0","0","0"
"c2025Maggio","-","-","EM","-","-","-","-","-","1.470","220","330","137","16","0","1.470","10","0","134","3","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","EM","-","-","-","-","-","1.340","200","160","101","13","0","1.340","10","0","100","1","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","EM","-","-","-","-","-","1.760","280","220","142","17","0","1.760","10","0","140","2","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","LI","-","-","-","-","-","20","0","0","24","0","0","0","20","0","0","24","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","LI","-","-","-","-","-","910","0","0","36","0","0","0","910","0","0","36","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","LO","-","-","-","-","-","10","10","0","4","1","10","0","0","4","0","0","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","LO","-","-","-","-","-","10","0","0","2","0","10","0","0","2","0","0","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","LO","-","-","-","-","-","0","0","0","4","0","0","0","0","4","0","0","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","PI","-","-","-","-","-","4.030","540","440","318","41","0","1.010","3.030","0","217","101","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","PI","-","-","-","-","-","2.680","280","150","254","41","0","600","2.090","0","177","77","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","PI","-","-","-","-","-","3.460","230","200","318","38","0","760","2.700","0","218","100","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","TB","-","-","-","-","-","130","0","0","10","1","0","0","130","0","0","10","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","TB","-","-","-","-","-","60","0","0","10","1","0","0","60","0","0","10","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","TB","-","-","-","-","-","50","0","0","10","0","0","0","50","0","0","10","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","VE","-","-","-","-","-","6.910","740","390","63","9","0","0","6.910","0","0","63","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","VE","-","-","-","-","-","9.260","580","350","70","9","0","140","9.130","0","2","68","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","VE","-","-","-","-","-","9.020","780","380","68","9","0","90","8.930","0","2","66","Sabato","2025","Invernale","0","0","0"
"c2025Maggio","-","-","Svizzera","-","-","-","-","-","9.650","1.310","1.340","488","66","1.020","0","8.630","213","0","275","Feriale","2025","Invernale","0","0","0"
"c2025Maggio","-","-","Svizzera","-","-","-","-","-","5.450","330","200","404","52","330","0","5.120","137","0","267","Festivo","2025","Invernale","0","0","0"
"c2025Maggio","-","-","Svizzera","-","-","-","-","-","6.960","530","350","374","35","370","0","6.600","110","0","264","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","EM","-","-","-","-","-","1.200","180","330","134","16","0","1.200","0","0","134","0","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","EM","-","-","-","-","-","1.090","90","140","110","13","0","1.090","0","0","110","0","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","EM","-","-","-","-","-","1.500","170","230","146","17","0","1.500","0","0","146","0","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","LI","-","-","-","-","-","20","0","0","4","0","0","20","0","0","4","0","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","LI","-","-","-","-","-","30","0","0","4","0","0","30","0","0","4","0","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","LO","-","-","-","-","-","10","10","0","10","2","10","0","0","10","0","0","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","LO","-","-","-","-","-","10","10","0","7","1","10","0","0","7","0","0","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","LO","-","-","-","-","-","20","10","0","15","2","20","0","0","15","0","0","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","PI","-","-","-","-","-","3.310","420","370","315","42","0","1.000","2.310","0","217","98","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","PI","-","-","-","-","-","2.410","210","80","285","37","0","340","2.080","0","208","77","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","PI","-","-","-","-","-","2.870","370","190","348","43","0","730","2.150","0","251","97","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","TB","-","-","-","-","-","360","0","0","10","0","0","0","360","0","0","10","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","TB","-","-","-","-","-","300","0","0","5","0","0","0","300","0","0","5","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","TB","-","-","-","-","-","220","0","0","10","0","0","0","220","0","0","10","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","TO","-","-","-","-","-","210","0","0","20","0","0","210","0","0","20","0","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","TO","-","-","-","-","-","220","0","0","20","0","0","220","0","0","20","0","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","VE","-","-","-","-","-","6.770","660","480","68","7","0","0","6.770","0","0","68","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","VE","-","-","-","-","-","6.370","440","130","75","7","0","90","6.280","0","2","73","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","VE","-","-","-","-","-","8.350","930","370","74","7","0","40","8.320","0","2","72","Sabato","2025","Invernale","0","0","0"
"c2025Novembre","-","-","Svizzera","-","-","-","-","-","10.390","1.420","1.850","580","79","1.810","0","8.580","270","0","310","Feriale","2025","Invernale","0","0","0"
"c2025Novembre","-","-","Svizzera","-","-","-","-","-","5.290","510","390","408","50","360","0","4.930","111","0","297","Festivo","2025","Invernale","0","0","0"
"c2025Novembre","-","-","Svizzera","-","-","-","-","-","7.400","1.180","790","555","71","570","0","6.830","247","0","308","Sabato","2025","Invernale","0","0","0"
"c2024Luglio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","390","40","20","28","4","0","380","20","0","27","1","Feriale","2024","Estivo","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Luglio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","190","10","10","23","3","0","190","10","0","22","1","Festivo","2024","Estivo","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Luglio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","590","20","20","31","4","0","580","10","0","30","1","Sabato","2024","Estivo","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","190","80","20","27","4","0","170","30","0","26","1","Feriale","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","270","20","10","28","4","0","270","10","0","27","1","Festivo","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.89593993"
"c2024Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","240","60","10","28","4","0","210","30","0","27","1","Sabato","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","200","100","30","27","4","0","170","30","0","26","1","Feriale","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","140","20","20","24","4","0","130","10","0","23","1","Festivo","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2024Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","180","70","20","29","4","0","160","20","0","28","1","Sabato","2024","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2025Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","200","60","20","27","4","0","190","20","0","26","1","Feriale","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.89593993"
"c2025Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","200","20","20","27","4","0","200","10","0","26","1","Festivo","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2025Maggio","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","370","50","20","29","4","0","360","10","0","28","1","Sabato","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2025Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","250","80","20","25","3","0","220","30","0","24","1","Feriale","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2025Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","110","20","20","28","4","0","110","10","0","27","1","Festivo","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.895939932"
"c2025Novembre","146","S01416","LO","LC","ABBADIA LARIANA","97001","Abbadia Lariana","TIRANO-MILANO Lc-So","180","70","20","29","4","0","170","20","0","28","1","Sabato","2025","Invernale","POINT (9.335204987 45.895939932)","9.335204987","45.89593993"
"c2024Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.420","690","210","48","8","0","2.420","0","0","48","0","Feriale","2024","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.530","220","50","33","4","0","1.530","0","0","33","0","Festivo","2024","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.950","420","120","41","6","0","1.950","0","0","41","0","Sabato","2024","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.650","930","200","48","8","0","2.650","0","0","48","0","Feriale","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.430","190","70","33","4","0","1.430","0","0","33","0","Festivo","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.40071522"
"c2024Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.090","360","120","43","6","0","2.090","0","0","43","0","Sabato","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","3.140","1.130","270","47","8","0","3.140","0","0","47","0","Feriale","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.890","220","110","33","4","0","1.890","0","0","33","0","Festivo","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.030","350","130","41","6","0","2.030","0","0","41","0","Sabato","2024","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.870","660","240","48","7","0","2.870","0","0","48","0","Feriale","2025","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.40071522"
"c2025Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.470","160","70","34","4","0","1.470","0","0","34","0","Festivo","2025","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Luglio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.020","530","340","40","5","0","2.020","0","0","40","0","Sabato","2025","Estivo","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.710","710","170","48","6","0","2.710","0","0","48","0","Feriale","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.450","220","90","34","4","0","1.450","0","0","34","0","Festivo","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Maggio","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.830","360","110","38","5","0","1.830","0","0","38","0","Sabato","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.40071522"
"c2025Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","3.130","1.110","320","48","8","0","3.130","0","0","48","0","Feriale","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","1.600","200","100","34","4","0","1.600","0","0","34","0","Festivo","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2025Novembre","89","S01062","LO","MI","ABBIATEGRASSO","15002","Abbiategrasso","MILANO-MORTARA-AL","2.300","280","150","43","5","0","2.300","0","0","43","0","Sabato","2025","Invernale","POINT (8.921337035 45.400715222)","8.921337035","45.400715222"
"c2024Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","50","20","20","12","3","0","50","0","0","12","0","Feriale","2024","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","30","10","10","7","2","0","30","0","0","7","0","Festivo","2024","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.17217919"
"c2024Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","30","20","20","11","3","0","30","0","0","11","0","Sabato","2024","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","30","20","20","11","3","0","30","0","0","11","0","Feriale","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","20","10","10","8","2","0","20","0","0","8","0","Festivo","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","40","30","20","11","3","0","40","0","0","11","0","Sabato","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","40","20","20","13","4","0","40","0","0","13","0","Feriale","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.17217919"
"c2024Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","10","10","10","8","2","0","10","0","0","8","0","Festivo","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2024Novembre","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","30","10","10","12","4","0","30","0","0","12","0","Sabato","2024","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","70","40","30","13","4","0","70","0","0","13","0","Feriale","2025","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","50","10","10","8","2","0","50","0","0","8","0","Festivo","2025","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
"c2025Luglio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","40","10","10","12","3","0","40","0","0","12","0","Sabato","2025","Estivo","POINT (9.888484165 45.172179192)","9.888484165","45.17217919"
"c2025Maggio","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","60","40","30","13","4","0","60","0","0","13","0","Feriale","2025","Invernale","POINT (9.888484165 45.172179192)","9.888484165","45.172179192"
