"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_nov 2017","2.754","S01096","LO","CO","Erba","13095","Erba","Seveso - Asso","340","260","6","1240","50","0","1240","0","0","50","0","2017","Fer","Invernale","9.230305963","45.813198114","POINT (9.230305963 45.813198114)"
"C_nov 2017","2.719","S01788","LO","BS","Borgonato Adro","17062","Corte Franca","Brescia - Iseo","60","10","6","80","42","0","80","0","0","42","0","2017","Fer","Invernale","10.020113024","45.622225521","POINT (10.020113024 45.622225521)"
"C_nov 2016","2.818","S01753","LO","MI","Vanzaghello","15249","Vanzaghello","Saronno - Novara","460","70","6","840","38","0","840","0","0","38","0","2016","Fer","Invernale","8.787492635","4.557757515","POINT (8.787492635 45.57757515)"
"C_nov 2021","5.820","S01492","LO","MI","Milano Forlanini","15146","Milano","PASSANTE","560","710","25","2420","193","2420","0","0","193","0","0","2021","Feriale","Invernale","9.237061003","45.462399481","POINT (9.237061003 45.462399481)"
"C_nov 2022","81","S01035","LO","MI","PARABIAGO","15168","Parabiago","DOMODOSSOLA-MILANO","1210","310","11","2930","69","2550","250","140","66","2","1","2022","Feriale","Invernale","8.946358229","4.555251981","POINT (8.946358229 45.55251981)"
"C_nov 2018","11","S00041","PI","AL","VALENZA","6177","Valenza","CHIVASSO-ALESSANDRIA","130","110","6","450","38","0","450","0","0","38","0","2018","Fer","Invernale","8.625966209","4.502351446","POINT (8.625966209 45.02351446)"
"C_Luglio2023","184","S01487","LO","MI","VILLA RAVERIO","108008","Besana in Brianza","MONZA-LECCO","90","40","6","260","44","250","0","10","41","1","2","2023","Feriale","estivo","0.926158805","45.690495348","POINT (9.26158805 45.690495348)"
"C_nov 2019","232","S01700","LO","MI","MILANO CENTRALE","15146","Milano","MILANO-BOLOGNA","3020","10480","44","32520","273","160","2950","29430","4","43","226","2019","Fer","Invernale","9.204867788","45.486276592","POINT (9.204867788 45.486276592)"
"C_Novembre2023","2.773","S01767","LO","BS","Malonno","17101","Malonno","Breno - Edolo","20","10","1","30","4","0","20","10","0","1","3","2023","Feriale","Invernale","10.316784194","46.118514889","POINT (10.316784194 46.118514889)"
"C_nov 2019","5.835","S01032","LO","MI","Milano Romolo","15146","Milano","MILANO-MORTARA-AL","570","970","8","2850","67","2850","0","0","67","0","0","2019","Fer","Invernale","9.159273436","4.544587573","POINT (9.159273436 45.44587573)"
"C_nov 2021","2.819","S01084","LO","MI","Varedo","108045","Varedo","Milano Nord Bovisa - Seve","650","220","19","1730","122","1730","0","0","122","0","0","2021","Feriale","Invernale","9.153183844","45.595435441","POINT (9.153183844 45.595435441)"
"C_nov 2021","215","S01539","LO","BS","COLOGNE","17059","Cologne","LECCO-BRESCIA","60","20","4","190","31","0","190","0","0","31","0","2021","Feriale","Invernale","9.935343868","45.576709508","POINT (9.935343868 45.576709508)"
"C_nov 2016","2.720","S01789","LO","BS","Bornato Calino","17046","Cazzago San Martino","Brescia - Iseo","200","30","11","290","56","0","270","20","0","53","3","2016","Fer","Invernale","10.033113278","45.590424717","POINT (10.033113278 45.590424717)"
"C_nov 2017","244","S01713","LO","BS","CHIARI","17052","Chiari","MILANO-VENEZIA","670","120","9","1830","63","0","1010","830","0","32","31","2017","Fer","Invernale","9.926507709","45.540192478","POINT (9.926507709 45.540192478)"
"C_nov 2015","85","S01041","LO","MI","CORBETTA-S.STEFANO TIC.","15200","Santo Stefano Ticino","TORINO-MILANO","550","170","8","1500","74","1500","0","0","74","0","0","2015","Fer","Invernale","8.917496093","45.480908343","POINT (8.917496093 45.480908343)"
"C_nov 2017","190","S01501","LO","MI","LESMO","108026","Lesmo","SEREGNO-BERGAMO","20","10","4","50","28","0","50","0","0","28","0","2017","Fer","Invernale","9.309350305","45.644827436","POINT (9.309350305 45.644827436)"
"C_nov 2021","81","S01035","LO","MI","PARABIAGO","15168","Parabiago","DOMODOSSOLA-MILANO","740","250","11","2130","69","1930","120","100","66","2","1","2021","Feriale","Invernale","8.946358229","4.555251981","POINT (8.946358229 45.55251981)"
"C_nov 2015","137","S01406","LO","LC","PIONA","97023","Colico","TIRANO-MILANO Lc-So","10","10","4","40","28","0","40","0","0","27","1","2015","Fer","Invernale","0.935079332","46.124769888","POINT (9.35079332 46.124769888)"
"C_nov 2019","2.773","S01767","LO","BS","Malonno","17101","Malonno","Breno - Edolo","40","10","3","70","17","0","50","30","0","4","13","2019","Fer","Invernale","10.316784194","46.118514889","POINT (10.316784194 46.118514889)"
"C_nov 2020","131","S01400","LO","SO","CHIAVENNA","14018","Chiavenna","CHIAVENNA-COLICO","30","60","5","190","31","0","190","0","0","31","0","2020","Feriale","Invernale","0.940716091","46.321335044","POINT (9.40716091 46.321335044)"
"C_nov 2015","2.847","S01110","LO","VA","Pino-Tronzano","12112","Pino sulla Sponda del Lago Maggiore","LUINO-BELLINZONA","10","10","1","10","10","0","10","0","0","10","0","2015","Fer","Invernale","8.736994321","4.609865039","POINT (8.736994321 46.09865039)"
"C_nov 2019","75","S01028","LO","VA","SOMMA LOMBARDO","12123","Somma Lombardo","DOMODOSSOLA-MILANO","290","90","5","770","33","0","770","0","0","33","0","2019","Fer","Invernale","8.713033505","45.686501084","POINT (8.713033505 45.686501084)"
"C_Luglio2023","2.854","S00023","PI","NO","Novara FN","3106","Novara","Saronno - Novara","100","170","6","670","34","0","670","0","0","34","0","2023","Feriale","estivo","8.627061488","45.452334846","POINT (8.627061488 45.452334846)"
"C_nov 2020","155","S01429","LO","SO","CASTIONE ANDEVENNO","14015","Castione Andevenno","TIRANO-MILANO Lc-So","0","0","1","0","1","0","0","0","0","1","0","2020","Feriale","Invernale","9.806179088","46.161737068","POINT (9.806179088 46.161737068)"
"C_Luglio2023","320","S01942","LO","PV","CASTEGGIO","18037","Casteggio","ALESS.-PIACENZA","0","0","0","30","6","0","30","0","0","6","0","2023","Feriale","estivo","9.124623708","4.501745237","POINT (9.124623708 45.01745237)"
"C_nov 2022","235","S01704","LO","MI","VIGNATE","15237","Vignate","MILANO-VENEZIA","540","250","16","1420","94","1410","10","10","92","1","1","2022","Feriale","Invernale","0.937411303","45.494025151","POINT (9.37411303 45.494025151)"
"C_nov 2021","126","S01320","LO","MI","DESIO","108023","Desio","CHIASSO-MILANO","860","460","18","2750","132","2680","0","80","131","0","1","2021","Feriale","Invernale","9.218522811","45.620194911","POINT (9.218522811 45.620194911)"
"C_nov 2018","121","S01312","LO","CO","CUCCIAGO","13084","Cucciago","CHIASSO-MILANO","100","40","8","260","72","260","0","0","72","0","0","2018","Fer","Invernale","9.082243395","45.740890259","POINT (9.082243395 45.740890259)"
"C_nov 2021","44","S00402","LO","PV","PIEVE ALBIGNOLA","18112","Pieve Albignola","CAVA C.-TORREBER","20","10","4","80","24","0","80","0","0","24","0","2021","Feriale","Invernale","8.959758126","45.116329989","POINT (8.959758126 45.116329989)"
"C_nov 2021","2.716","S01071","LO","MI","Bollate Centro","15027","Bollate","Milano Nord Cadorna - Sar","750","260","14","2730","114","2730","0","0","114","0","0","2021","Feriale","Invernale","9.123062868","45.542718874","POINT (9.123062868 45.542718874)"
"C_Luglio2023","143","S01413","LO","LC","LIERNA","97043","Lierna","TIRANO-MILANO Lc-So","80","20","4","630","44","0","270","360","0","27","17","2023","Feriale","estivo","9.303109353","45.961043911","POINT (9.303109353 45.961043911)"
"C_nov 2021","145","S01415","LO","LC","MANDELLO DEL LARIO","97046","Mandello del Lario","TIRANO-MILANO Lc-So","300","60","7","720","52","0","340","390","0","23","29","2021","Feriale","Invernale","9.322094648","45.915283559","POINT (9.322094648 45.915283559)"
"C_nov 2019","2.733","S01752","LO","MI","Castano Primo","15062","Castano Primo","Saronno - Novara","400","80","6","900","38","0","900","0","0","38","0","2019","Fer","Invernale","8.772746679","45.556048921","POINT (8.772746679 45.556048921)"
"C_nov 2022","35","S00273","LO","PV","NICORVO","18103","Nicorvo","VERCELLI-PAVIA","10","0","2","10","22","0","10","0","0","22","0","2022","Feriale","Invernale","8.671238408","45.275537833","POINT (8.671238408 45.275537833)"
"C_Luglio2023","258","S01821","LO","MI","S.GIULIANO MILANESE","15195","San Giuliano Milanese","MILANO-BOLOGNA","380","160","8","1300","70","1300","0","0","70","0","0","2023","Feriale","estivo","9.286452197","45.391305373","POINT (9.286452197 45.391305373)"
"C_Novembre2023","2.765","S01093","LO","CO","Inverigo","13118","Inverigo","Seveso - Asso","210","40","6","430","51","0","430","0","0","51","0","2023","Feriale","Invernale","9.224441129","45.740269966","POINT (9.224441129 45.740269966)"
"C_nov 2018","151","S01425","LO","SO","MORBEGNO","14045","Morbegno","TIRANO-MILANO Lc-So","550","250","8","1480","54","0","630","860","0","27","27","2018","Fer","Invernale","9.568674621","46.136732198","POINT (9.568674621 46.136732198)"
"C_nov 2017","303","S01913","LO","CR","ACQUANEGRA CREMONESE","19001","Acquanegra Cremonese","CODOGNO-MANTOVA","10","10","4","20","22","0","20","0","0","22","0","2017","Fer","Invernale","9.888484165","45.172179192","POINT (9.888484165 45.172179192)"
"C_nov 2021","2.773","S01767","LO","BS","Malonno","17101","Malonno","Breno - Edolo","40","10","3","60","17","0","40","20","0","4","13","2021","Feriale","Invernale","10.316784194","46.118514889","POINT (10.316784194 46.118514889)"
"C_nov 2016","162","S01438","LO","SO","BIANZONE","14008","Bianzone","TIRANO-MILANO So-Tir","10","0","1","10","8","0","10","0","0","8","0","2016","Fer","Invernale","1.011252885","46.179456527","POINT (10.11252885 46.179456527)"
"C_nov 2021","173","S01460","LO","LC","OGGIONO","97057","Oggiono","MONZA-LECCO","160","360","8","660","41","560","110","0","36","5","0","2021","Feriale","Invernale","9.337510786","45.789065364","POINT (9.337510786 45.789065364)"
"C_nov 2015","2.717","S01072","LO","MI","Bollate Nord","15027","Bollate","Milano Nord Cadorna - Sar","540","150","17","1320","140","1320","0","0","140","0","0","2015","Fer","Invernale","9.112398385","45.552681567","POINT (9.112398385 45.552681567)"
"C_nov 2017","241","S01710","LO","BG","MORENGO-BARIANO","16020","Bariano","MILANO-VENEZIA","100","20","5","230","32","0","230","0","0","31","1","2017","Fer","Invernale","9.703143454","45.521713564","POINT (9.703143454 45.521713564)"
"C_nov 2021","185","S01488","LO","MI","BESANA","108008","Besana in Brianza","MONZA-LECCO","160","70","6","480","40","480","0","0","40","0","0","2021","Feriale","Invernale","0.928291338","45.702901578","POINT (9.28291338 45.702901578)"
"C_nov 2022","153","S01427","LO","SO","ARDENNO-MASINO","14005","Ardenno","TIRANO-MILANO Lc-So","70","10","4","100","20","0","100","0","0","20","0","2022","Feriale","Invernale","9.651405996","46.162053348","POINT (9.651405996 46.162053348)"
"C_nov 2020","2.813","S01785","LO","BS","Sulzano","17182","Sulzano","Iseo - Pisogne","20","10","4","40","32","0","20","20","0","19","13","2020","Feriale","Invernale","10.100657593","45.689468948","POINT (10.100657593 45.689468948)"
"C_nov 2021","45","S00403","LO","PV","SANNAZZARO","18138","Sannazzaro de' Burgondi","CAVA C.-TORREBER","50","40","4","330","24","0","330","0","0","24","0","2021","Feriale","Invernale","8.905182695","45.105626227","POINT (8.905182695 45.105626227)"
"C_nov 2016","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","30","10","4","80","24","0","80","0","0","24","0","2016","Fer","Invernale","10.239507594","45.451430581","POINT (10.239507594 45.451430581)"
"C_nov 2021","274","S01846","LO","BS","REMEDELLO SOTTO","17160","Remedello","BRESCIA-PARMA","20","10","4","50","25","0","50","0","0","25","0","2021","Feriale","Invernale","1.038843093","45.257552358","POINT (10.38843093 45.257552358)"
"C_nov 2016","2.717","S01072","LO","MI","Bollate Nord","15027","Bollate","Milano Nord Cadorna - Sar","750","180","18","1620","141","1620","0","0","141","0","0","2016","Fer","Invernale","9.112398385","45.552681567","POINT (9.112398385 45.552681567)"
"C_nov 2019","135","S01404","LO","SO","VERCEIA","14075","Verceia","CHIAVENNA-COLICO","40","10","3","110","30","0","110","0","0","30","0","2019","Fer","Invernale","9.458448611","46.202905061","POINT (9.458448611 46.202905061)"
"C_nov 2015","298","S01904","LO","CR","ROBECCO-PONTEVICO","19085","Robecco d'Oglio","BRESCIA-CREMONA","40","10","3","80","31","0","80","0","0","31","0","2015","Fer","Invernale","10.078618004","45.266299802","POINT (10.078618004 45.266299802)"
"C_nov 2020","11","S00041","PI","AL","VALENZA","6177","Valenza","CHIVASSO-ALESSANDRIA","40","20","6","90","31","0","90","0","0","31","0","2020","Feriale","Invernale","8.625966209","4.502351446","POINT (8.625966209 45.02351446)"
"C_nov 2019","2.789","S01082","LO","MI","Paderno Dugnano","15166","Paderno Dugnano","Milano Nord Bovisa - Seve","1200","450","17","3000","135","3000","0","0","135","0","0","2019","Fer","Invernale","9.161231422","45.564852006","POINT (9.161231422 45.564852006)"
"C_nov 2016","315","S01930","LO","PV","BRESSANA ARGINE","18023","Bressana Bottarone","PAVIA-STRADELLA","100","20","5","190","28","0","190","0","0","28","0","2016","Fer","Invernale","9.137068363","45.072826093","POINT (9.137068363 45.072826093)"
"C_nov 2019","316","S01931","LO","PV","PINAROLO PO","18115","Pinarolo Po","PAVIA-STRADELLA","60","10","5","130","27","0","130","0","0","27","0","2019","Fer","Invernale","9.170304953","45.073501505","POINT (9.170304953 45.073501505)"
"C_nov 2020","2.792","S01776","LO","BS","Pian di Borno","17206","Piancogno","Pisogne - Breno","10","10","2","10","11","0","10","0","0","11","0","2020","Feriale","Invernale","10.221581526","45.915836231","POINT (10.221581526 45.915836231)"
"C_nov 2020","297","S01903","LO","BS","VEROLANUOVA","17195","Verolanuova","BRESCIA-CREMONA","20","20","3","70","28","0","70","0","0","28","0","2020","Feriale","Invernale","10.083906145","45.325064899","POINT (10.083906145 45.325064899)"
"C_nov 2022","299","S01905","LO","CR","OLMENETA","19063","Olmeneta","BRESCIA-CREMONA","70","20","8","150","65","0","150","0","0","65","0","2022","Feriale","Invernale","10.031972373","45.231184025","POINT (10.031972373 45.231184025)"
"C_nov 2015","11","S00041","PI","AL","VALENZA","6177","Valenza","CHIVASSO-ALESSANDRIA","140","70","6","340","39","0","340","0","0","39","0","2015","Fer","Invernale","8.625966209","4.502351446","POINT (8.625966209 45.02351446)"
"C_nov 2017","2.858","S01643","LO","MI","MILANO LANCETTI","15146","Milano","PASSANTE","860","1690","40","5050","359","5050","0","0","359","0","0","2017","Fer","Invernale","9.177354467","45.493471578","POINT (9.177354467 45.493471578)"
"C_nov 2018","2.772","S01737","LO","VA","Malnate","12096","Malnate","Saronno - Varese Nord","880","210","12","2010","79","0","1210","810","0","57","22","2018","Fer","Invernale","8.878340888","45.795307714","POINT (8.878340888 45.795307714)"
"C_nov 2018","2.749","S01765","LO","CO","Como Nord Lago","13075","Como","Saronno - Como","420","600","10","2180","70","0","1880","300","0","60","10","2018","Fer","Invernale","9.084320036","45.813688508","POINT (9.084320036 45.813688508)"
"C_Luglio2023","2.853","S01748","PI","NO","Galliate","3068","Galliate","Saronno - Novara","130","60","6","380","34","0","380","0","0","34","0","2023","Feriale","estivo","8.691135844","45.481138261","POINT (8.691135844 45.481138261)"
"C_nov 2016","2.736","S01790","LO","BS","Cazzago S.Martino","17046","Cazzago San Martino","Bornato - Rovato","10","10","4","10","16","0","10","0","0","16","0","2016","Fer","Invernale","10.027624252","45.576339503","POINT (10.027624252 45.576339503)"
"C_nov 2015","2.800","S01069","LO","MI","Milano Quarto Oggiaro","15146","Milano","Milano Nord Cadorna - Sar","730","440","17","2990","144","2990","0","0","144","0","0","2015","Fer","Invernale","9.145253109","45.519239088","POINT (9.145253109 45.519239088)"
"C_nov 2016","202","S01523","LO","LC","VERCURAGO-S.GIROLAMO","97086","Vercurago","TIRANO-MILANO Mz-Lc","20","10","4","30","14","0","30","0","1","13","0","2016","Fer","Invernale","9.422384671","4.581219368","POINT (9.422384671 45.81219368)"
"C_nov 2021","326","S01949","EM","PC","SARMATO","33042","Sarmato","ALESS.-PIACENZA","0","0","0","10","11","0","10","0","0","11","0","2021","Feriale","Invernale","0.949110168","4.506299749","POINT (9.49110168 45.06299749)"
"C_nov 2015","297","S01903","LO","BS","VEROLANUOVA","17195","Verolanuova","BRESCIA-CREMONA","190","50","4","350","33","0","350","0","0","33","0","2015","Fer","Invernale","10.083906145","45.325064899","POINT (10.083906145 45.325064899)"
"C_nov 2021","143","S01413","LO","LC","LIERNA","97043","Lierna","TIRANO-MILANO Lc-So","70","20","2","170","25","0","140","30","0","23","2","2021","Feriale","Invernale","9.303109353","45.961043911","POINT (9.303109353 45.961043911)"
"C_nov 2015","110","S01202","LO","VA","BISUSCHIO-VIGGIU'","12015","Bisuschio","PORTO C.-GALLARATE","10","10","4","30","19","0","30","0","0","19","0","2015","FER","Invernale","8.887580152","45.870733966","POINT (8.887580152 45.870733966)"
"C_nov 2017","240","S01709","LO","BG","VIDALENGO","16053","Caravaggio","MILANO-VENEZIA","50","10","5","130","32","0","130","0","0","31","1","2017","Fer","Invernale","0.963970536","45.517936977","POINT (9.63970536 45.517936977)"
"C_nov 2020","2.791","S01793","LO","BS","Passirano","17136","Passirano","Brescia - Iseo","20","10","6","40","36","0","40","0","0","36","0","2020","Feriale","Invernale","1.006368133","45.590113375","POINT (10.06368133 45.590113375)"
"C_nov 2017","223","S01606","LO","CR","CASTELLEONE","19025","Castelleone","BERGAMO-CREMONA","130","30","5","310","36","0","310","0","0","36","0","2017","Fer","Invernale","9.767822253","45.301905969","POINT (9.767822253 45.301905969)"
